spp,date,day,month,year,ccl,obs,area,geraci
Caretta caretta,15/6/2002,15,6,2002,72,,south,
Caretta caretta,13/9/2002,13,9,2002,86,,south,
Chelonia mydas,13/9/2002,13,9,2002,38,,south,
Chelonia mydas,25/9/2002,25,9,2002,47,,south,
Chelonia mydas,25/9/2002,25,9,2002,46,,south,
Chelonia mydas,8/11/02,8,11,2002,40,,south,
Chelonia mydas,8/11/02,8,11,2002,38,,south,
Chelonia mydas,8/11/02,8,11,2002,43,,south,
Chelonia mydas,8/11/02,8,11,2002,40,,south,
Caretta caretta,8/11/02,8,11,2002,65,,south,
Chelonia mydas,8/11/02,8,11,2002,38,,south,
Chelonia mydas,8/11/02,8,11,2002,41,,south,
Chelonia mydas,8/11/02,8,11,2002,37,,south,
Chelonia mydas,8/11/02,8,11,2002,38,,south,
Chelonia mydas,8/11/02,8,11,2002,40,,south,
Chelonia mydas,8/11/02,8,11,2002,42,,south,
Chelonia mydas,8/11/02,8,11,2002,42,,south,
Chelonia mydas,8/11/02,8,11,2002,42,,south,
Chelonia mydas,8/11/02,8,11,2002,42,,south,
Chelonia mydas,8/11/02,8,11,2002,38,com algas e cracas na carapaça - Fotos,south,
Chelonia mydas,8/11/02,8,11,2002,35,,south,
Chelonia mydas,8/11/02,8,11,2002,36,,south,
Chelonia mydas,8/11/02,8,11,2002,62,,south,
Chelonia mydas,8/11/02,8,11,2002,40,,south,
Chelonia mydas,22/11/2002,22,11,2002,38,,south,
Chelonia mydas,22/11/2002,22,11,2002,40,,south,
Chelonia mydas,22/11/2002,22,11,2002,35,,south,
Chelonia mydas,22/11/2002,22,11,2002,38,,south,
Chelonia mydas,22/11/2002,22,11,2002,37,,south,
Chelonia mydas,22/11/2002,22,11,2002,36,,south,
Caretta caretta,22/11/2002,22,11,2002,70,,south,
Chelonia mydas,22/11/2002,22,11,2002,36,,south,
Caretta caretta,22/11/2002,22,11,2002,60,,south,
Caretta caretta,22/11/2002,22,11,2002,72,,south,
Caretta caretta,22/11/2002,22,11,2002,78,,south,
Chelonia mydas,22/11/2002,22,11,2002,38,,south,
Chelonia mydas,22/11/2002,22,11,2002,48,,south,
Chelonia mydas,22/11/2002,22,11,2002,38,,south,
Caretta caretta,22/11/2002,22,11,2002,70,,south,
Chelonia mydas,22/11/2002,22,11,2002,38,,south,
Caretta caretta,22/11/2002,22,11,2002,63,,south,
Chelonia mydas,6/12/02,6,12,2002,36,,south,
Chelonia mydas,6/12/02,6,12,2002,36,,south,
Caretta caretta,6/12/02,6,12,2002,66,,south,
Chelonia mydas,13/12/2002,13,12,2002,38,com cracas. mexilh›es e algas na carapaça,south,
Chelonia mydas,13/12/2002,13,12,2002,40,,south,
Chelonia mydas,13/12/2002,13,12,2002,38,,south,
Caretta caretta,3/1/03,3,1,2003,72,,south,
Caretta caretta,3/1/03,3,1,2003,100,,south,
Caretta caretta,3/1/03,3,1,2003,66,,south,
Caretta caretta,3/1/03,3,1,2003,74,,south,
Caretta caretta,3/1/03,3,1,2003,74,,south,
Chelonia mydas,3/1/03,3,1,2003,36,,south,
Chelonia mydas,3/1/03,3,1,2003,40,,south,
Caretta caretta,3/1/03,3,1,2003,64,,south,
Caretta caretta,3/1/03,3,1,2003,88,,south,
Caretta caretta,3/1/03,3,1,2003,78,,south,
Caretta caretta,3/1/03,3,1,2003,60,,south,
Caretta caretta,3/1/03,3,1,2003,,tartaruga virada,south,
Chelonia mydas,17/1/2003,17,1,2003,50,,south,
Chelonia mydas,17/1/2003,17,1,2003,50,,south,
Caretta caretta,17/1/2003,17,1,2003,70,,south,
Caretta caretta,17/1/2003,17,1,2003,60,,south,
Caretta caretta,17/1/2003,17,1,2003,80,,south,
Chelonia mydas,17/1/2003,17,1,2003,36,,south,
Caretta caretta,17/1/2003,17,1,2003,70,,south,
Caretta caretta,17/1/2003,17,1,2003,104,,south,
Chelonia mydas,25/2/2003,25,2,2003,37,,south,
Chelonia mydas,25/2/2003,25,2,2003,40,,south,
Caretta caretta,25/2/2003,25,2,2003,89,,south,
Chelonia mydas,25/2/2003,25,2,2003,44,,south,
Caretta caretta,25/2/2003,25,2,2003,89,,south,
Chelonia mydas,25/2/2003,25,2,2003,42,,south,
Caretta caretta,25/2/2003,25,2,2003,115,,south,
Caretta caretta,25/2/2003,25,2,2003,79,,south,
Caretta caretta,26/2/2003,26,2,2003,82,,south,
Caretta caretta,14/3/2003,14,3,2003,60,,south,
Caretta caretta,14/3/2003,14,3,2003,,a tartaruga estava virada,south,
Caretta caretta,14/3/2003,14,3,2003,65,,south,
Caretta caretta,14/3/2003,14,3,2003,68,,south,
Chelonia mydas,18/3/2003,18,3,2003,38,,south,
Chelonia mydas,18/3/2003,18,3,2003,36,,south,
Caretta caretta,9/4/03,9,4,2003,54,Registrada em 05/04/03,south,
Caretta caretta,9/4/03,9,4,2003,54,,south,
Caretta caretta,9/4/03,9,4,2003,84,,south,
Chelonia mydas,29/9/2003,29,9,2003,41,,south,
Chelonia mydas,29/9/2003,29,9,2003,43,,south,
Chelonia mydas,11/10/03,11,10,2003,33,,south,
Caretta caretta,11/10/03,11,10,2003,73,,south,
Caretta caretta,16/10/2003,16,10,2003,76,,south,
Chelonia mydas,16/10/2003,16,10,2003,37,,south,
Chelonia mydas,16/10/2003,16,10,2003,37,,south,
Caretta caretta,21/11/2003,21,11,2003,58,,south,
Caretta caretta,26/11/2003,26,11,2003,65,,south,
Caretta caretta,26/11/2003,26,11,2003,64,,south,
Caretta caretta,26/11/2003,26,11,2003,68,,south,
Caretta caretta,18/12/2003,18,12,2003,56,,south,
Caretta caretta,18/12/2003,18,12,2003,83,com algas verdes. balanus e outras esp_cies de cracas na carapaça,south,
Caretta caretta,18/12/2003,18,12,2003,65,,south,
Chelonia mydas,25/1/2004,25,1,2004,32,Fotos,south,
Chelonia mydas,25/1/2004,25,1,2004,47,Com Chelonibia,south,
Chelonia mydas,25/1/2004,25,1,2004,,,south,
Chelonia mydas,25/1/2004,25,1,2004,45,,south,
Chelonia mydas,25/1/2004,25,1,2004,49.5,,south,
Caretta caretta,25/1/2004,25,1,2004,,Ossos,south,
Caretta caretta,25/1/2004,25,1,2004,,Comprimento Retil’neo do Plastr‹o=73cm. Registrada em 22/01.,south,
Caretta caretta,25/1/2004,25,1,2004,62,,south,
Caretta caretta,25/1/2004,25,1,2004,62,,south,
Caretta caretta,25/1/2004,25,1,2004,62,Com Platylepas,south,
Caretta caretta,25/1/2004,25,1,2004,62,,south,
Caretta caretta,25/1/2004,25,1,2004,63,,south,
Caretta caretta,25/1/2004,25,1,2004,67,,south,
Caretta caretta,25/1/2004,25,1,2004,70,,south,
Caretta caretta,25/1/2004,25,1,2004,71,,south,
Caretta caretta,25/1/2004,25,1,2004,77,Com Balanus e Platylepas,south,
Caretta caretta,25/1/2004,25,1,2004,,,south,
Chelonia mydas,25/1/2004,25,1,2004,37,,south,
Caretta caretta,25/1/2004,25,1,2004,78,Com Balanus e Algas,south,
Caretta caretta,25/1/2004,25,1,2004,63,,south,
Caretta caretta,25/1/2004,25,1,2004,64,,south,
Chelonia mydas,25/1/2004,25,1,2004,41,,south,
Chelonia mydas,25/1/2004,25,1,2004,,Ossos,south,
Caretta caretta,25/1/2004,25,1,2004,74,Com Platylepas,south,
Chelonia mydas,25/1/2004,25,1,2004,43,,south,
Chelonia mydas,25/1/2004,25,1,2004,45,,south,
Caretta caretta,25/1/2004,25,1,2004,,Com Platylepas,south,
Caretta caretta,25/1/2004,25,1,2004,60,,south,
Caretta caretta,25/1/2004,25,1,2004,65,Com Balanus e Platylepas,south,
Chelonia mydas,25/1/2004,25,1,2004,,,south,
Chelonia mydas,25/1/2004,25,1,2004,42,,south,
Chelonia mydas,25/1/2004,25,1,2004,36,,south,
Chelonia mydas,25/1/2004,25,1,2004,47,,south,
Chelonia mydas,25/1/2004,25,1,2004,41,,south,
Caretta caretta,25/1/2004,25,1,2004,62,,south,
Caretta caretta,25/1/2004,25,1,2004,67,,south,
Caretta caretta,25/1/2004,25,1,2004,86,,south,
Caretta caretta,25/1/2004,25,1,2004,67,,south,
Chelonia mydas,27/1/2004,27,1,2004,37,,south,
Chelonia mydas,27/1/2004,27,1,2004,40,,south,
Caretta caretta,27/1/2004,27,1,2004,67,,south,
Caretta caretta,27/1/2004,27,1,2004,84,,south,
Caretta caretta,27/1/2004,27,1,2004,61,,south,
Caretta caretta,27/1/2004,27,1,2004,94,Com presença de Balanus e Platylepas,south,
Chelonia mydas,27/1/2004,27,1,2004,,Registrada no Molhe Oeste (Leandro),south,
Chelonia mydas,27/1/2004,27,1,2004,36,,south,
Chelonia mydas,27/1/2004,27,1,2004,51,,south,
Chelonia mydas,27/1/2004,27,1,2004,53,,south,
Caretta caretta,27/1/2004,27,1,2004,64,Com presença de Platylepas,south,
Chelonia mydas,27/1/2004,27,1,2004,48,,south,
Caretta caretta,27/1/2004,27,1,2004,54,Com Platylepas,south,
Caretta caretta,27/1/2004,27,1,2004,55,Com presença de Platylepas,south,
Caretta caretta,27/1/2004,27,1,2004,64,Com presença de Platylepas. Balanus e Chelonibia,south,
Caretta caretta,27/1/2004,27,1,2004,66,,south,
Chelonia mydas,27/1/2004,27,1,2004,39,Com presença de algas,south,
Chelonia mydas,27/1/2004,27,1,2004,,,south,
Caretta caretta,27/1/2004,27,1,2004,64,Com Platylepas,south,
Chelonia mydas,18/2/2004,18,2,2004,41,,south,
Chelonia mydas,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,64,,south,
Caretta caretta,18/2/2004,18,2,2004,72,Com Lepas,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,,Com Balanus e Platylepas. CCC estimado 72 cm.,south,
Caretta caretta,18/2/2004,18,2,2004,,CCC estimado 79 cm.,south,
Caretta caretta,18/2/2004,18,2,2004,59,,south,
Caretta caretta,18/2/2004,18,2,2004,71,,south,
Caretta caretta,18/2/2004,18,2,2004,82,,south,
Caretta caretta,18/2/2004,18,2,2004,92,,south,
Caretta caretta,18/2/2004,18,2,2004,,Com Balanus,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,56,,south,
Caretta caretta,18/2/2004,18,2,2004,64,,south,
Caretta caretta,18/2/2004,18,2,2004,75,,south,
Caretta caretta,18/2/2004,18,2,2004,70,,south,
Chelonia mydas,18/2/2004,18,2,2004,55,,south,
Caretta caretta,18/2/2004,18,2,2004,68,,south,
Chelonia mydas,18/2/2004,18,2,2004,46,,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,,CCC estimado 73 cm.,south,
Caretta caretta,18/2/2004,18,2,2004,63,,south,
Caretta caretta,18/2/2004,18,2,2004,74,,south,
Caretta caretta,18/2/2004,18,2,2004,76,,south,
Caretta caretta,18/2/2004,18,2,2004,77,,south,
Caretta caretta,18/2/2004,18,2,2004,92,,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Chelonia mydas,18/2/2004,18,2,2004,,,south,
Chelonia mydas,18/2/2004,18,2,2004,42,,south,
Chelonia mydas,18/2/2004,18,2,2004,38,peso = 7Kg - registrada em 02/02/04. evada para o Museu - morreu em 06/02/04,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,,,south,
Caretta caretta,18/2/2004,18,2,2004,61,,south,
Caretta caretta,18/2/2004,18,2,2004,73,,south,
Caretta caretta,18/2/2004,18,2,2004,80,,south,
Caretta caretta,18/2/2004,18,2,2004,82,,south,
Chelonia mydas,19/2/2004,19,2,2004,39,,south,
Caretta caretta,19/2/2004,19,2,2004,70,,south,
Caretta caretta,19/2/2004,19,2,2004,52,Pr—xima de rejeito de pesca (viola),south,
Caretta caretta,19/2/2004,19,2,2004,76,Com presença de Megabalanus,south,
Chelonia mydas,19/2/2004,19,2,2004,36,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Chelonia mydas,19/2/2004,19,2,2004,38,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,69,,south,
Caretta caretta,19/2/2004,19,2,2004,89,S— o casco,south,
Chelonia mydas,19/2/2004,19,2,2004,40,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,,,south,
Caretta caretta,19/2/2004,19,2,2004,56,,south,
Caretta caretta,19/2/2004,19,2,2004,74,Com presença de Lepas,south,
Caretta caretta,19/2/2004,19,2,2004,75,,south,
Caretta caretta,25/3/2004,25,3,2004,,S— os ossos,south,
Caretta caretta,25/3/2004,25,3,2004,70,,south,
Caretta caretta,25/3/2004,25,3,2004,77,,south,
Caretta caretta,25/3/2004,25,3,2004,72,Com presença de Platylepas,south,
Caretta caretta,25/3/2004,25,3,2004,70,,south,
Caretta caretta,25/3/2004,25,3,2004,85,,south,
Caretta caretta,25/3/2004,25,3,2004,80,,south,
Caretta caretta,25/3/2004,25,3,2004,,,south,
Caretta caretta,25/3/2004,25,3,2004,,,south,
Caretta caretta,25/3/2004,25,3,2004,83,,south,
Chelonia mydas,25/3/2004,25,3,2004,50,Com presença de Lepas,south,
Caretta caretta,25/3/2004,25,3,2004,72,,south,
Caretta caretta,25/3/2004,25,3,2004,75,,south,
Caretta caretta,25/3/2004,25,3,2004,,S— o casco,south,
Caretta caretta,25/3/2004,25,3,2004,,,south,
Caretta caretta,25/3/2004,25,3,2004,67,,south,
Caretta caretta,25/3/2004,25,3,2004,69,S— o casco com Platylepas,south,
Caretta caretta,25/3/2004,25,3,2004,76,,south,
Caretta caretta,25/3/2004,25,3,2004,77,Com presença de Chelonibia,south,
Caretta caretta,25/3/2004,25,3,2004,102,Com fotos,south,
Chelonia mydas,29/3/2004,29,3,2004,36,Saco plastico trançado enrolado na nadadeira anterior,south,
Chelonia mydas,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,71,,south,
Caretta caretta,29/3/2004,29,3,2004,69,,south,
Caretta caretta,29/3/2004,29,3,2004,86,,south,
Caretta caretta,29/3/2004,29,3,2004,89,,south,
Caretta caretta,29/3/2004,29,3,2004,89,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,55,,south,
Caretta caretta,29/3/2004,29,3,2004,57,Com presença de Platylepas,south,
Caretta caretta,29/3/2004,29,3,2004,59,,south,
Caretta caretta,29/3/2004,29,3,2004,82,,south,
Caretta caretta,29/3/2004,29,3,2004,58,registrada em 1:/03/04,south,
Chelonia mydas,29/3/2004,29,3,2004,38,Com presença de Lepas,south,
Caretta caretta,29/3/2004,29,3,2004,63,,south,
Caretta caretta,29/3/2004,29,3,2004,66,,south,
Chelonia mydas,29/3/2004,29,3,2004,37,,south,
Chelonia mydas,29/3/2004,29,3,2004,39,,south,
Chelonia mydas,29/3/2004,29,3,2004,50,,south,
Chelonia mydas,29/3/2004,29,3,2004,45,,south,
Caretta caretta,29/3/2004,29,3,2004,,Estava s— um pedaço do casco,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,53,Com presença de moluscos,south,
Caretta caretta,29/3/2004,29,3,2004,74,,south,
Caretta caretta,29/3/2004,29,3,2004,88,,south,
Chelonia mydas,29/3/2004,29,3,2004,50,,south,
Chelonia mydas,29/3/2004,29,3,2004,36.5,,south,
Chelonia mydas,29/3/2004,29,3,2004,46,,south,
Caretta caretta,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,62,Com Platylepas,south,
Caretta caretta,29/3/2004,29,3,2004,74,,south,
Caretta caretta,29/3/2004,29,3,2004,77,,south,
Caretta caretta,29/3/2004,29,3,2004,77,,south,
Caretta caretta,29/3/2004,29,3,2004,77,,south,
Caretta caretta,29/3/2004,29,3,2004,84,,south,
Chelonia mydas,29/3/2004,29,3,2004,,,south,
Caretta caretta,29/3/2004,29,3,2004,73,,south,
Caretta caretta,29/3/2004,29,3,2004,82,,south,
Caretta caretta,26/4/2004,26,4,2004,71,,south,
Chelonia mydas,26/4/2004,26,4,2004,,,south,
Caretta caretta,26/4/2004,26,4,2004,87,Com presença de Platylepas,south,
Caretta caretta,26/4/2004,26,4,2004,,,south,
Caretta caretta,26/4/2004,26,4,2004,61,,south,
Caretta caretta,26/4/2004,26,4,2004,,,south,
Caretta caretta,26/4/2004,26,4,2004,49,,south,
Caretta caretta,26/4/2004,26,4,2004,32.79,registrada por t_cnicos do Museu,south,
Caretta caretta,26/4/2004,26,4,2004,,,south,
Caretta caretta,26/4/2004,26,4,2004,,Tamanho estimado CCC 74,south,
Caretta caretta,26/4/2004,26,4,2004,64,,south,
Chelonia mydas,26/4/2004,26,4,2004,52.5,registrada em 08/04/04,south,
Chelonia mydas,26/4/2004,26,4,2004,40,registrada em 16/04/04. A tartaruga n‹o possu’a a nadadeira anterior esquerda e estava com um saco enrolado no pescoço.,south,
Caretta caretta,26/4/2004,26,4,2004,66,,south,
Chelonia mydas,26/4/2004,26,4,2004,44,,south,
Caretta caretta,26/4/2004,26,4,2004,59,,south,
Caretta caretta,26/4/2004,26,4,2004,61,,south,
Chelonia mydas,27/4/2004,27,4,2004,45,,south,
Caretta caretta,27/4/2004,27,4,2004,,,south,
Caretta caretta,27/4/2004,27,4,2004,,,south,
Chelonia mydas,27/4/2004,27,4,2004,48,,south,
Caretta caretta,27/4/2004,27,4,2004,80,,south,
Caretta caretta,27/4/2004,27,4,2004,86,,south,
Caretta caretta,29/5/2004,29,5,2004,66.5,,south,
Caretta caretta,29/5/2004,29,5,2004,104,,south,
Caretta caretta,29/5/2004,29,5,2004,61,,south,
Caretta caretta,29/5/2004,29,5,2004,101,,south,
Caretta caretta,29/5/2004,29,5,2004,94,,south,
Chelonia mydas,30/5/2004,30,5,2004,35.5,31/05/04. Sem Cabeça. Com Platylepas.,south,
Caretta caretta,30/5/2004,30,5,2004,52,31/05/04. Com Platylepas,south,
Caretta caretta,30/5/2004,30,5,2004,,5/31/04,south,
Caretta caretta,30/5/2004,30,5,2004,92,5/30/04,south,
Chelonia mydas,30/5/2004,30,5,2004,34,Encontrada em 31/05/04. Tratada no CRAM e liberada no Molhe Oeste em 18/06/04. Uma das marcas na nadadeira posterior.,south,
Caretta caretta,30/5/2004,30,5,2004,59,31/05/04. Com Lepas anatifera e Platylepas,south,
Caretta caretta,30/5/2004,30,5,2004,79,5/31/04,south,
Caretta caretta,30/5/2004,30,5,2004,83,5/30/04,south,
Caretta caretta,30/5/2004,30,5,2004,106,5/30/04,south,
Caretta caretta,30/5/2004,30,5,2004,66,5/30/04,south,
Chelonia mydas,30/5/2004,30,5,2004,,5/31/04,south,
Caretta caretta,28/6/2004,28,6,2004,78,,south,
Caretta caretta,28/6/2004,28,6,2004,64,,south,
Caretta caretta,28/6/2004,28,6,2004,93.5,,south,
Caretta caretta,28/6/2004,28,6,2004,80.5,,south,
Chelonia mydas,29/6/2004,29,6,2004,35,,south,
Chelonia mydas,29/6/2004,29,6,2004,50,,south,
Caretta caretta,29/6/2004,29,6,2004,71,com Platylepas,south,
Caretta caretta,29/6/2004,29,6,2004,67,,south,
Caretta caretta,22/7/2004,22,7,2004,,,south,
Chelonia mydas,22/7/2004,22,7,2004,42,registrada em 20/07/04 - Museu n: 1065,south,
Chelonia mydas,25/8/2004,25,8,2004,44,,south,
Caretta caretta,25/8/2004,25,8,2004,77,,south,
Chelonia mydas,25/8/2004,25,8,2004,51,,south,
Chelonia mydas,25/8/2004,25,8,2004,43.5,,south,
Caretta caretta,30/8/2004,30,8,2004,64,,south,
Chelonia mydas,30/8/2004,30,8,2004,38,,south,
Chelonia mydas,18/9/2004,18,9,2004,36,"Registrada por populares entre a Iemanj‡ e o Molhe Oeste. dia 12/09/04, levada para o Museu, n:1083, com epibiontes, morreu em ... Peso entrada=4,650",south,
Chelonia mydas,18/9/2004,18,9,2004,54,com poucas algas na carapaça,south,
Chelonia mydas,18/9/2004,18,9,2004,45.5,,south,
Chelonia mydas,18/9/2004,18,9,2004,33,com algas na carapaça,south,
Chelonia mydas,18/9/2004,18,9,2004,42,,south,
Chelonia mydas,18/9/2004,18,9,2004,41,"com algas na carapaça. levada para o Museu em 19/09/04 e liberada na praia, 17 km ao sul da Iemanj‡ em 26/09/04",south,
Chelonia mydas,18/9/2004,18,9,2004,45,,south,
Chelonia mydas,18/9/2004,18,9,2004,38,com Chelonibia. somente no plastr‹o,south,
Chelonia mydas,18/9/2004,18,9,2004,37,com algas na carapaça,south,
Chelonia mydas,18/9/2004,18,9,2004,38,com Chelonibia,south,
Chelonia mydas,18/9/2004,18,9,2004,35,com poucas algas na carapaça,south,
Chelonia mydas,18/9/2004,18,9,2004,44.2,"Registrada por populares entre a Iemanj‡ e o Navio. em 12/09/04, levada ao Museu, morreu em ...",south,
Chelonia mydas,18/9/2004,18,9,2004,38,,south,
Chelonia mydas,18/9/2004,18,9,2004,35.5,"com algas na carapaça. levada ao Museu em 19/09/04, liberada na praia, 17 km ao sul da Iemanj‡ em 26/09/04",south,
Chelonia mydas,18/9/2004,18,9,2004,36,com algas na carapaça,south,
Caretta caretta,18/9/2004,18,9,2004,92,,south,
Caretta caretta,25/9/2004,25,9,2004,81,com Platylepas,south,
Chelonia mydas,25/9/2004,25,9,2004,33.5,,south,
Chelonia mydas,25/9/2004,25,9,2004,40,,south,
Chelonia mydas,25/9/2004,25,9,2004,34,,south,
Chelonia mydas,25/9/2004,25,9,2004,37.5,,south,
Caretta caretta,25/9/2004,25,9,2004,66.5,com Platylepas,south,
Caretta caretta,25/9/2004,25,9,2004,71,,south,
Caretta caretta,25/9/2004,25,9,2004,69,com Platylepas. Blanaus e vulc‹o?,south,
Caretta caretta,25/9/2004,25,9,2004,59,,south,
Caretta caretta,25/9/2004,25,9,2004,71.5,com Platylepas e vulc‹o (Balanus ?),south,
Chelonia mydas,25/9/2004,25,9,2004,40,,south,
Chelonia mydas,25/9/2004,25,9,2004,36.5,"com epibiontes na carapaça e no plastr‹o. peso = 5,4 Kg, levada para o Museu em 26/09/04, em tratamento",south,
Chelonia mydas,25/9/2004,25,9,2004,36.5,com poucas algas,south,
Chelonia mydas,25/9/2004,25,9,2004,29,,south,
Chelonia mydas,25/9/2004,25,9,2004,34.5,,south,
Chelonia mydas,25/9/2004,25,9,2004,48,"com epibiontes na carapaça e no plastr‹o. levada ao Museu em 26/09/04 - em tratamento, peso = 11,400 Kg",south,
Chelonia mydas,25/9/2004,25,9,2004,39.5,com epibiontes no casco,south,
Chelonia mydas,25/9/2004,25,9,2004,31.5,"com epibiontes na carapaça e no plastr‹o. levada para o Museu em 26/09/04, morreu em 10/10/04 , peso = 3,190 Kg , realizada necropsia",south,
Caretta caretta,25/9/2004,25,9,2004,67.5,,south,
Caretta caretta,25/9/2004,25,9,2004,83.5,,south,
Caretta caretta,25/9/2004,25,9,2004,,s— casco,south,
Chelonia mydas,25/9/2004,25,9,2004,48,com algas e cracas,south,
Chelonia mydas,25/9/2004,25,9,2004,37.5,,south,
Chelonia mydas,25/9/2004,25,9,2004,35,com epibiontes,south,
Caretta caretta,25/9/2004,25,9,2004,,s— casco,south,
Chelonia mydas,8/10/04,8,10,2004,44,,south,
Caretta caretta,8/10/04,8,10,2004,80.5,com Chelonibia,south,
Chelonia mydas,8/10/04,8,10,2004,33.5,,south,
Chelonia mydas,8/10/04,8,10,2004,36,,south,
Chelonia mydas,8/10/04,8,10,2004,49,,south,
Chelonia mydas,8/10/04,8,10,2004,38,,south,
Chelonia mydas,8/10/04,8,10,2004,56.5,,south,
Chelonia mydas,23/10/2004,23,10,2004,39,,south,
Chelonia mydas,23/10/2004,23,10,2004,42,com epibiontes. coletada amostra 10 x 10 - Fotos,south,
Chelonia mydas,23/10/2004,23,10,2004,34.5,com epibiontes - Fotos. A tartaruga foi coletada inteira,south,
Chelonia mydas,23/10/2004,23,10,2004,,com epibiontes - Fotos. A tartaruga foi coletada inteira,south,
Chelonia mydas,23/10/2004,23,10,2004,43.29,registrada em 16/10/04 - com algas na carapaça e com corda amarrada na nadadeira anterior e posterior,south,
Caretta caretta,23/10/2004,23,10,2004,63,com Platyelpas,south,
Chelonia mydas,23/10/2004,23,10,2004,41,,south,
Chelonia mydas,23/10/2004,23,10,2004,40.5,"Registrada em sa’da do Museu em 11/10/04. peso= 7,2 kg, n:1117, com epibiontes , em tratamento",south,
Chelonia mydas,23/10/2004,23,10,2004,38,"registrada em sa’da do Museu dia 1:/10/04. Peso= 5.8 kg n_1108, com epibiontes, liberada em 15/10/04",south,
Caretta caretta,23/10/2004,23,10,2004,89.5,com Platylepas e com algas - Fotos,south,
Caretta caretta,23/10/2004,23,10,2004,71,com Balanus pequenos,south,
Caretta caretta,23/10/2004,23,10,2004,97,,south,
Caretta caretta,23/10/2004,23,10,2004,70,com Platylepas,south,
Caretta caretta,23/10/2004,23,10,2004,75.5,com Platylepas e Bryozoa,south,
Caretta caretta,23/10/2004,23,10,2004,57,,south,
